,Text,Dep,Head,Child
165442,Гэндальф,nsubj,подошел,[]
165458,Гэндальф,nsubj,определил,[]
165724,Гэндальф,nsubj,поднял,[]
165784,Гэндальф,nsubj,поднял,[]
166000,Гэндальф,nsubj,продолжал,[]
166127,Гэндальф,nsubj,замолчал,[]
166554,Гэндальф,nsubj,погрузился,[замолк]
166610,Гэндальф,nsubj,поднял,[]
166751,Гэндальф,nsubj,ответил,[]
166917,Гэндальф,nsubj,воскликнул,[]
166985,Гэндальф,nsubj,остановил,[]
167048,Гэндальф,nsubj,оказался,[]
167107,Гэндальф,nsubj,шагнул,[]
167696,Гэндальф,nsubj,позвал,[]
167902,Гэндальф,nsubj,кричал,[]
168032,Гэндальф,nsubj,проговорил,[]
168242,Гэндальф,nsubj,упал,[]
168364,Гэндальф,nsubj,шел,[]
168422,Гэндальф,nsubj,простукивал,[]
168465,Гэндальф,nsubj,остановился.–Жарковато,[]
168574,Гэндальф,nsubj,вздохнул,[]
169059,Гэндальф,nsubj,покачал,[]
169223,Гэндальф,nsubj,сделал,[]
169459,Гэндальф,nsubj,заметил,[]
169533,Гэндальф,nsubj,ободрил,[]
169623,Гэндальф,nsubj,предостерег,[]
169712,Гэндальф,nsubj,остановился,[]
170062,Гэндальф,nsubj,пробормотал,[]
170167,Гэндальф,nsubj,крикнул,[]
170294,Гэндальф,nsubj,пробормотал,[]
170399,Гэндальф,nsubj,крикнул,[]
170462,Гэндальф,nsubj,стоял,[]
170517,Гэндальф,nsubj,пройдешь,[]
170769,Гэндальф,nsubj,поднял,[]
172258,Гэндальф,nsubj,завещал,[]
173170,Гэндальф,nsubj,говорил,[]
174162,Гэндальф,nsubj,повел,[]
182703,Гэндальф,nsubj,вышел,[Серый]
182764,Гэндальф,nsubj,рухнул,[Серый]
182927,Гэндальф,nsubj,проводником,[]
183039,Гэндальф,nsubj,проводником,[]
183319,Гэндальф,nsubj,совершил,[]
183652,Гэндальф,nsubj,хотел,[]
183751,Гэндальф,nsubj,возглавил,[Серый]
189960,Гэндальф,nsubj,ними,[]
190021,Гэндальф,nsubj,нес,[]
202659,Гэндальф,nsubj,нами,[]
204803,Гэндальф,nsubj,подучили,"[Элронд, –]"
210032,Гэндальф,nsubj,обнаружил,[Серый]
210213,Гэндальф,nsubj,присоединяется,"[и, Серый]"
210250,Гэндальф,nsubj,ведет,[]
211233,Гэндальф,nsubj,доверил,[]
212151,Гэндальф,nsubj,боялся,[]
221315,Гэндальф,nsubj,нашим,[Серый.–Гэндальф]
221345,Гэндальф,nsubj,гостил,[]
221427,Гэндальф,nsubj,предупредил,[]
221580,Гэндальф,nsubj,оседлает,[]
222307,Гэндальф,nsubj,точь,[]
226484,Гэндальф,nsubj,вступился,[только]
237805,Гэндальф,nsubj,участвует,[]
241123,Гэндальф,nsubj,наказывал,[]
241194,Гэндальф,nsubj,берет,[]
254313,Гэндальф,nsubj,ответил,[]
254464,Гэндальф,nsubj,ответил,[]
254521,Гэндальф,nsubj,подтвердил,[]
254747,Гэндальф,nsubj,воскликнул,[]
254822,Гэндальф,nsubj,перебивал,[]
254862,Гэндальф,nsubj,рассказал,[]
255048,Гэндальф,nsubj,переспросил,[]
255134,Гэндальф,nsubj,промолвил,[]
255594,Гэндальф,nsubj,сказал,[]
255898,Гэндальф,nsubj,возразил,[]
256086,Гэндальф,nsubj,возразил,[]
256292,Гэндальф,nsubj,вздохнул,[]
256555,Гэндальф,nsubj,заверил,[]
256614,Гэндальф,nsubj,рассмеялся,[]
256904,Гэндальф,nsubj,сказал,[]
257165,Гэндальф,nsubj,воскликнул,[]
257417,Гэндальф,nsubj,опустил,[]
257465,Гэндальф,nsubj,поднял,[]
257496,Гэндальф,nsubj,ответил,[]
257819,Гэндальф,nsubj,возразил,[]
257889,Гэндальф,nsubj,сказал,[]
258157,Гэндальф,nsubj,вздохнул,[]
258339,Гэндальф,nsubj,продолжал,[]
258737,Гэндальф,nsubj,рассмеялся,[]
259258,Гэндальф,nsubj,замолчал,[]
259343,Гэндальф,nsubj,открыл,[]
259503,Гэндальф,nsubj,сказал,"[,]"
259595,Гэндальф,nsubj,сказал,[]
259622,Гэндальф,nsubj,свистнул,[]
259720,Гэндальф,nsubj,подтвердил,[]
259908,Гэндальф,nsubj,сказал,[]
260157,Гэндальф,nsubj,объяснил,[]
260525,Гэндальф,nsubj,объяснил,[]
260718,Гэндальф,nsubj,указал,[]
260744,Гэндальф,nsubj,бросил,[]
260781,Гэндальф,nsubj,дал,[]
260809,Гэндальф,nsubj,простоял,[]
260905,Гэндальф,nsubj,успел,[]
261002,Гэндальф,nsubj,указал,[]
261130,Гэндальф,nsubj,велел,[]
261252,Гэндальф,nsubj,сказал,[]
261500,Гэндальф,nsubj,показал,[]
262002,Гэндальф,nsubj,ответил,[]
262304,Гэндальф,nsubj,переспросил,[]
262840,Гэндальф,nsubj,ступил,[]
263076,Гэндальф,nsubj,заметил,[]
263211,Гэндальф,nsubj,остановил,[]
263493,Гэндальф,nsubj,отмахнулся,[]
263589,Гэндальф,nsubj,опирался,[]
264003,Гэндальф,nsubj,нарушил,[]
264234,Гэндальф,nsubj,Провозвестник,"[,]"
264360,Гэндальф,nsubj,Провозвестник,"[,]"
264428,Гэндальф,nsubj,промолвил,[]
264712,Гэндальф,nsubj,молвил,[]
264889,Гэндальф,nsubj,пропел,[]
265090,Гэндальф,nsubj,спросил,[]
265248,Гэндальф,nsubj,постучал,[]
265303,Гэндальф,nsubj,постучал.–Отворите,[]
265534,Гэндальф,nsubj,сказал,[]
265640,Гэндальф,nsubj,сказал,[]
265767,Гэндальф,nsubj,ответил,[]
265911,Гэндальф,nsubj,отвел,[]
265944,Гэндальф,nsubj,начал,[]
266031,Гэндальф,nsubj,заговорил,[]
266069,Гэндальф,nsubj,поднялся,[]
266087,Гэндальф,nsubj,произнес,[]
266320,Гэндальф,nsubj,сказал,[]
266646,Гэндальф,nsubj,нарушил,[]
266786,Гэндальф,nsubj,приносит,[]
266857,Гэндальф,nsubj,улыбнулся,[]
267157,Гэндальф,nsubj,подтвердил,[]
267294,Гэндальф,nsubj,напомнил,[]
268024,Гэндальф,nsubj,молвил,[]
268174,Гэндальф,nsubj,протянул,[]
268270,Гэндальф,nsubj,поморщился,[]
268654,Гэндальф,nsubj,говорил,[]
269156,Гэндальф,nsubj,ответил,[]
269387,Гэндальф,nsubj,отказался,[кольчуги]
270196,Гэндальф,nsubj,поставит,[]
270452,Гэндальф,nsubj,поедет,[]
270545,Гэндальф,nsubj,Видит,[досточтимый]
270557,Гэндальф,nsubj,свистнул,[]
270672,Гэндальф,nsubj,отозвался,[]
271078,Гэндальф,nsubj,повернулся,[]
271226,Гэндальф,nsubj,сказал,[]
271676,Гэндальф,nsubj,смотрел,[]
272383,Гэндальф,nsubj,догонит,[]
272417,Гэндальф,nsubj,советовал,[]
279151,Гэндальф,nsubj,покачал,[]
279250,Гэндальф,nsubj,повторил,[]
279322,Гэндальф,nsubj,повторил,[]
279396,Гэндальф,nsubj,сказал,[]
279491,Гэндальф,nsubj,согласился,[]
279961,Гэндальф,nsubj,предупредил,[]
279983,Гэндальф,nsubj,сказал,[]
280207,Гэндальф,nsubj,двинулся,[]
280247,Гэндальф,nsubj,въехал,[]
280411,Гэндальф,nsubj,ответил,[]
281602,Гэндальф,nsubj,ответил,[]
281723,Гэндальф,nsubj,ответил,[]
282165,Гэндальф,nsubj,остановил,[]
282483,Гэндальф,nsubj,спросил,[]
282558,Гэндальф,nsubj,кивнул,[]
282894,Гэндальф,nsubj,ответил,[]
282936,Гэндальф,nsubj,ответил,[]
283028,Гэндальф,nsubj,сказал,[]
