,Text,Dep,Head,Child
454175,Арагорн,nsubj,пояснил,[]
454337,Арагорн,nsubj,остановил,[]
454436,Арагорн,nsubj,приказал,[]
454495,Арагорн,nsubj,молвил,[]
454641,Арагорн,nsubj,сказал,[]
454999,Арагорн,nsubj,опустился,[]
455020,Арагорн,nsubj,побледнел,[]
455170,Арагорн,nsubj,бросил,[]
455228,Арагорн,nsubj,встал,[]
455343,Арагорн,nsubj,велел,[]
455394,Арагорн,nsubj,сказал,[]
455494,Арагорн,nsubj,склонился,[]
456752,Арагорн,nsubj,взял,[]
456871,Арагорн,nsubj,повторил,[]
457303,Арагорн,nsubj,удержал,[]
457394,Арагорн,nsubj,положил,[]
457676,Арагорн,nsubj,возразил,[]
457736,Бродяга,nsubj,добудет,[только]
458083,Арагорн,nsubj,сказал,[]
458162,Бродяга,nsubj,видел,[]
458396,Арагорн,nsubj,направились,[Гэндальф]
458431,Арагорн,nsubj,предупредил,[]
458630,Арагорн,nsubj,встал,[]
458955,Арагорн,nsubj,примет,[]
459003,Арагорн,nsubj,примет,[]
459891,Бродяга,nsubj,втянул,[]
460592,Арагорн,nsubj,велел,[]
460645,Арагорн,nsubj,поднял,[]
460983,Арагорн,nsubj,осадил,[]
461162,Арагорн,nsubj,послал,[]
461336,Арагорн,nsubj,велик,[]
461422,Арагорн,nsubj,обратился,[]
461832,Арагорн,nsubj,сказал,[]
462888,Арагорн,nsubj,подтвердил,[]
463408,Арагорн,nsubj,начал,[]
464474,Арагорн,nsubj,откликнулся,[]
464566,Арагорн,nsubj,намеревался,[]
464866,Арагорн,nsubj,кивнул,[]
465758,Арагорн,nsubj,поставил,[]
466502,Арагорн,nsubj,высказал,[]
